id,type,series,formation,vehicle_number,company,depot,car_count,active,note
30,car,DF200,,DF200-108,JR貨物,五稜郭機関区,1,1,
31,car,DF200,,DF200-109,JR貨物,五稜郭機関区,1,1,
32,car,DF200,,DF200-110,JR貨物,五稜郭機関区,1,1,
33,car,DF200,,DF200-111,JR貨物,五稜郭機関区,1,1,
34,car,DF200,,DF200-112,JR貨物,五稜郭機関区,1,1,
35,car,DF200,,DF200-113,JR貨物,五稜郭機関区,1,1,
36,car,DF200,,DF200-114,JR貨物,五稜郭機関区,1,1,
37,car,DF200,,DF200-115,JR貨物,五稜郭機関区,1,1,
38,car,DF200,,DF200-117,JR貨物,五稜郭機関区,1,1,
39,car,DF200,,DF200-118,JR貨物,五稜郭機関区,1,1,
40,car,DF200,,DF200-119,JR貨物,五稜郭機関区,1,1,
41,car,DF200,,DF200-121,JR貨物,五稜郭機関区,1,1,
42,car,EH800,,EH800-901,JR貨物,五稜郭機関区,1,1,
43,car,EH800,,EH800-1,JR貨物,五稜郭機関区,1,1,
44,car,EH800,,EH800-2,JR貨物,五稜郭機関区,1,1,
45,car,EH800,,EH800-3,JR貨物,五稜郭機関区,1,1,
46,car,EH800,,EH800-4,JR貨物,五稜郭機関区,1,1,
47,car,EH800,,EH800-5,JR貨物,五稜郭機関区,1,1,
48,car,EH800,,EH800-6,JR貨物,五稜郭機関区,1,1,
49,car,EH800,,EH800-7,JR貨物,五稜郭機関区,1,1,
50,car,EH800,,EH800-8,JR貨物,五稜郭機関区,1,1,
51,car,EH800,,EH800-9,JR貨物,五稜郭機関区,1,1,
52,car,EH800,,EH800-10,JR貨物,五稜郭機関区,1,1,
53,car,EH800,,EH800-11,JR貨物,五稜郭機関区,1,1,
54,car,EH800,,EH800-12,JR貨物,五稜郭機関区,1,1,
55,car,EH800,,EH800-13,JR貨物,五稜郭機関区,1,1,
56,car,EH800,,EH800-14,JR貨物,五稜郭機関区,1,1,
57,car,EH800,,EH800-15,JR貨物,五稜郭機関区,1,1,
58,car,EH800,,EH800-16,JR貨物,五稜郭機関区,1,1,
59,car,EH800,,EH800-17,JR貨物,五稜郭機関区,1,1,
60,car,EH800,,EH800-18,JR貨物,五稜郭機関区,1,1,
61,car,EH800,,EH800-19,JR貨物,五稜郭機関区,1,1,
62,car,HD300,,HD300-29,JR貨物,苗穂車両所,1,1,
63,car,HD300,,HD300-501,JR貨物,苗穂車両所,1,1,
64,car,HD300,,HD300-502,JR貨物,苗穂車両所,1,1,
65,car,HD300,,HD300-503,JR貨物,苗穂車両所,1,1,
66,car,EH500,,EH500-901,JR貨物,仙台総合鉄道部,1,0,
67,car,EH500,,EH500-1,JR貨物,仙台総合鉄道部,1,1,
68,car,EH500,,EH500-2,JR貨物,仙台総合鉄道部,1,1,
69,car,EH500,,EH500-3,JR貨物,仙台総合鉄道部,1,1,
70,car,EH500,,EH500-4,JR貨物,仙台総合鉄道部,1,1,
71,car,EH500,,EH500-5,JR貨物,仙台総合鉄道部,1,1,
72,car,EH500,,EH500-6,JR貨物,仙台総合鉄道部,1,1,
73,car,EH500,,EH500-7,JR貨物,仙台総合鉄道部,1,1,
74,car,EH500,,EH500-8,JR貨物,仙台総合鉄道部,1,1,
75,car,EH500,,EH500-9,JR貨物,仙台総合鉄道部,1,1,
76,car,EH500,,EH500-10,JR貨物,仙台総合鉄道部,1,1,
77,car,EH500,,EH500-11,JR貨物,仙台総合鉄道部,1,1,
78,car,EH500,,EH500-12,JR貨物,仙台総合鉄道部,1,1,
79,car,EH500,,EH500-13,JR貨物,仙台総合鉄道部,1,1,
80,car,EH500,,EH500-14,JR貨物,仙台総合鉄道部,1,1,
81,car,EH500,,EH500-15,JR貨物,仙台総合鉄道部,1,1,
82,car,EH500,,EH500-16,JR貨物,仙台総合鉄道部,1,1,
83,car,EH500,,EH500-17,JR貨物,仙台総合鉄道部,1,1,
84,car,EH500,,EH500-18,JR貨物,仙台総合鉄道部,1,1,
85,car,EH500,,EH500-19,JR貨物,仙台総合鉄道部,1,1,
86,car,EH500,,EH500-20,JR貨物,仙台総合鉄道部,1,1,
87,car,EH500,,EH500-21,JR貨物,仙台総合鉄道部,1,1,
88,car,EH500,,EH500-22,JR貨物,仙台総合鉄道部,1,1,
89,car,EH500,,EH500-23,JR貨物,仙台総合鉄道部,1,1,
90,car,EH500,,EH500-24,JR貨物,仙台総合鉄道部,1,1,
91,car,EH500,,EH500-25,JR貨物,仙台総合鉄道部,1,1,
92,car,EH500,,EH500-26,JR貨物,仙台総合鉄道部,1,1,
93,car,EH500,,EH500-27,JR貨物,仙台総合鉄道部,1,1,
94,car,EH500,,EH500-28,JR貨物,仙台総合鉄道部,1,1,
95,car,EH500,,EH500-29,JR貨物,仙台総合鉄道部,1,1,
96,car,EH500,,EH500-30,JR貨物,仙台総合鉄道部,1,1,
97,car,EH500,,EH500-31,JR貨物,仙台総合鉄道部,1,1,
98,car,EH500,,EH500-32,JR貨物,仙台総合鉄道部,1,1,
99,car,EH500,,EH500-33,JR貨物,仙台総合鉄道部,1,1,
100,car,EH500,,EH500-34,JR貨物,仙台総合鉄道部,1,1,
101,car,EH500,,EH500-35,JR貨物,仙台総合鉄道部,1,1,
102,car,EH500,,EH500-36,JR貨物,仙台総合鉄道部,1,1,
103,car,EH500,,EH500-37,JR貨物,仙台総合鉄道部,1,1,
104,car,EH500,,EH500-38,JR貨物,仙台総合鉄道部,1,1,
105,car,EH500,,EH500-39,JR貨物,仙台総合鉄道部,1,1,
106,car,EH500,,EH500-40,JR貨物,仙台総合鉄道部,1,1,
107,car,EH500,,EH500-41,JR貨物,仙台総合鉄道部,1,1,
108,car,EH500,,EH500-42,JR貨物,仙台総合鉄道部,1,1,
109,car,EH500,,EH500-43,JR貨物,仙台総合鉄道部,1,1,
110,car,EH500,,EH500-44,JR貨物,仙台総合鉄道部,1,1,
111,car,EH500,,EH500-51,JR貨物,仙台総合鉄道部,1,1,
112,car,EH500,,EH500-52,JR貨物,仙台総合鉄道部,1,1,
113,car,EH500,,EH500-53,JR貨物,仙台総合鉄道部,1,1,
114,car,EH500,,EH500-54,JR貨物,仙台総合鉄道部,1,1,
115,car,EH500,,EH500-55,JR貨物,仙台総合鉄道部,1,1,
116,car,EH500,,EH500-56,JR貨物,仙台総合鉄道部,1,1,
117,car,EH500,,EH500-57,JR貨物,仙台総合鉄道部,1,1,
118,car,EH500,,EH500-58,JR貨物,仙台総合鉄道部,1,1,
119,car,EH500,,EH500-59,JR貨物,仙台総合鉄道部,1,1,
120,car,EH500,,EH500-60,JR貨物,仙台総合鉄道部,1,1,
121,car,EH500,,EH500-61,JR貨物,仙台総合鉄道部,1,1,
122,car,EH500,,EH500-62,JR貨物,仙台総合鉄道部,1,1,
123,car,EH500,,EH500-63,JR貨物,仙台総合鉄道部,1,1,
124,car,EH500,,EH500-64,JR貨物,仙台総合鉄道部,1,1,
125,car,EH500,,EH500-74,JR貨物,仙台総合鉄道部,1,1,
126,car,EH500,,EH500-75,JR貨物,仙台総合鉄道部,1,1,
127,car,EH500,,EH500-76,JR貨物,仙台総合鉄道部,1,1,
128,car,EH500,,EH500-77,JR貨物,仙台総合鉄道部,1,1,
129,car,EH500,,EH500-78,JR貨物,仙台総合鉄道部,1,1,
130,car,EH500,,EH500-79,JR貨物,仙台総合鉄道部,1,1,
131,car,EH500,,EH500-80,JR貨物,仙台総合鉄道部,1,1,
132,car,EH500,,EH500-81,JR貨物,仙台総合鉄道部,1,1,
133,car,DE10,,DE10-1539,JR貨物,仙台総合鉄道部,1,1,
134,car,DE10,,DE10-1591,JR貨物,仙台総合鉄道部,1,1,
135,car,EH200,,EH200-901,JR貨物,高崎機関区,1,1,
136,car,EH200,,EH200-1,JR貨物,高崎機関区,1,1,
137,car,EH200,,EH200-2,JR貨物,高崎機関区,1,1,
138,car,EH200,,EH200-3,JR貨物,高崎機関区,1,1,
139,car,EH200,,EH200-4,JR貨物,高崎機関区,1,1,
140,car,EH200,,EH200-5,JR貨物,高崎機関区,1,1,
141,car,EH200,,EH200-6,JR貨物,高崎機関区,1,1,
142,car,EH200,,EH200-7,JR貨物,高崎機関区,1,1,
143,car,EH200,,EH200-8,JR貨物,高崎機関区,1,1,
144,car,EH200,,EH200-9,JR貨物,高崎機関区,1,1,
145,car,EH200,,EH200-10,JR貨物,高崎機関区,1,1,
146,car,EH200,,EH200-11,JR貨物,高崎機関区,1,1,
147,car,EH200,,EH200-12,JR貨物,高崎機関区,1,1,
148,car,EH200,,EH200-13,JR貨物,高崎機関区,1,1,
149,car,EH200,,EH200-14,JR貨物,高崎機関区,1,1,
150,car,EH200,,EH200-15,JR貨物,高崎機関区,1,1,
151,car,EH200,,EH200-16,JR貨物,高崎機関区,1,1,
152,car,EH200,,EH200-17,JR貨物,高崎機関区,1,1,
153,car,EH200,,EH200-18,JR貨物,高崎機関区,1,1,
154,car,EH200,,EH200-19,JR貨物,高崎機関区,1,1,
155,car,EH200,,EH200-20,JR貨物,高崎機関区,1,1,
156,car,EH200,,EH200-21,JR貨物,高崎機関区,1,1,
157,car,EH200,,EH200-22,JR貨物,高崎機関区,1,1,
158,car,EH200,,EH200-23,JR貨物,高崎機関区,1,1,
159,car,EH200,,EH200-24,JR貨物,高崎機関区,1,1,
160,car,EF65,,EF65-1001,JR貨物,新鶴見機関区,1,0,
161,car,EF65,,EF65-2066,JR貨物,新鶴見機関区,1,1,
162,car,EF65,,EF65-2070,JR貨物,新鶴見機関区,1,1,
163,car,EF65,,EF65-2080,JR貨物,新鶴見機関区,1,1,
164,car,EF65,,EF65-2081,JR貨物,新鶴見機関区,1,1,
165,car,EF65,,EF65-2083,JR貨物,新鶴見機関区,1,1,
166,car,EF65,,EF65-2084,JR貨物,新鶴見機関区,1,1,
167,car,EF65,,EF65-2085,JR貨物,新鶴見機関区,1,1,
168,car,EF65,,EF65-2086,JR貨物,新鶴見機関区,1,1,
169,car,EF65,,EF65-2087,JR貨物,新鶴見機関区,1,1,
170,car,EF65,,EF65-2088,JR貨物,新鶴見機関区,1,1,
171,car,EF65,,EF65-2089,JR貨物,新鶴見機関区,1,1,
172,car,EF65,,EF65-2090,JR貨物,新鶴見機関区,1,1,
173,car,EF65,,EF65-2092,JR貨物,新鶴見機関区,1,1,
174,car,EF65,,EF65-2096,JR貨物,新鶴見機関区,1,1,
175,car,EF65,,EF65-2097,JR貨物,新鶴見機関区,1,1,
176,car,EF65,,EF65-2101,JR貨物,新鶴見機関区,1,1,
177,car,EF210,,EF210-103,JR貨物,新鶴見機関区,1,1,
178,car,EF210,,EF210-104,JR貨物,新鶴見機関区,1,1,
179,car,EF210,,EF210-105,JR貨物,新鶴見機関区,1,1,
180,car,EF210,,EF210-106,JR貨物,新鶴見機関区,1,1,
181,car,EF210,,EF210-107,JR貨物,新鶴見機関区,1,1,
182,car,EF210,,EF210-108,JR貨物,新鶴見機関区,1,1,
183,car,EF210,,EF210-109,JR貨物,新鶴見機関区,1,1,
184,car,EF210,,EF210-110,JR貨物,新鶴見機関区,1,1,
185,car,EF210,,EF210-111,JR貨物,新鶴見機関区,1,1,
186,car,EF210,,EF210-112,JR貨物,新鶴見機関区,1,1,
187,car,EF210,,EF210-113,JR貨物,新鶴見機関区,1,1,
188,car,EF210,,EF210-114,JR貨物,新鶴見機関区,1,1,
189,car,EF210,,EF210-115,JR貨物,新鶴見機関区,1,1,
190,car,EF210,,EF210-116,JR貨物,新鶴見機関区,1,1,
191,car,EF210,,EF210-117,JR貨物,新鶴見機関区,1,1,
192,car,EF210,,EF210-118,JR貨物,新鶴見機関区,1,1,
193,car,EF210,,EF210-119,JR貨物,新鶴見機関区,1,1,
194,car,EF210,,EF210-120,JR貨物,新鶴見機関区,1,1,
195,car,EF210,,EF210-121,JR貨物,新鶴見機関区,1,1,
196,car,EF210,,EF210-122,JR貨物,新鶴見機関区,1,1,
197,car,EF210,,EF210-123,JR貨物,新鶴見機関区,1,1,
198,car,EF210,,EF210-124,JR貨物,新鶴見機関区,1,1,
199,car,EF210,,EF210-125,JR貨物,新鶴見機関区,1,1,
200,car,EF210,,EF210-132,JR貨物,新鶴見機関区,1,1,
201,car,EF210,,EF210-133,JR貨物,新鶴見機関区,1,1,
202,car,EF210,,EF210-134,JR貨物,新鶴見機関区,1,1,
203,car,EF210,,EF210-135,JR貨物,新鶴見機関区,1,1,
204,car,EF210,,EF210-136,JR貨物,新鶴見機関区,1,1,
205,car,EF210,,EF210-142,JR貨物,新鶴見機関区,1,1,
206,car,EF210,,EF210-143,JR貨物,新鶴見機関区,1,1,
207,car,EF210,,EF210-150,JR貨物,新鶴見機関区,1,1,
208,car,EF210,,EF210-151,JR貨物,新鶴見機関区,1,1,
209,car,EF210,,EF210-155,JR貨物,新鶴見機関区,1,1,
210,car,EF210,,EF210-161,JR貨物,新鶴見機関区,1,1,
211,car,EF210,,EF210-162,JR貨物,新鶴見機関区,1,1,
212,car,EF210,,EF210-163,JR貨物,新鶴見機関区,1,1,
213,car,EF210,,EF210-164,JR貨物,新鶴見機関区,1,1,
214,car,EF210,,EF210-170,JR貨物,新鶴見機関区,1,1,
215,car,EF210,,EF210-171,JR貨物,新鶴見機関区,1,1,
216,car,EF210,,EF210-172,JR貨物,新鶴見機関区,1,1,
217,car,EF210,,EF210-173,JR貨物,新鶴見機関区,1,1,
218,car,EF210,,EF210-344,JR貨物,新鶴見機関区,1,1,
219,car,EF210,,EF210-345,JR貨物,新鶴見機関区,1,1,
220,car,EF210,,EF210-346,JR貨物,新鶴見機関区,1,1,
221,car,EF210,,EF210-347,JR貨物,新鶴見機関区,1,1,
222,car,EF210,,EF210-348,JR貨物,新鶴見機関区,1,1,
223,car,EF210,,EF210-357,JR貨物,新鶴見機関区,1,1,
224,car,EF210,,EF210-358,JR貨物,新鶴見機関区,1,1,
225,car,EF210,,EF210-359,JR貨物,新鶴見機関区,1,1,
226,car,EF210,,EF210-360,JR貨物,新鶴見機関区,1,1,
227,car,EF210,,EF210-361,JR貨物,新鶴見機関区,1,1,
228,car,EF210,,EF210-362,JR貨物,新鶴見機関区,1,1,
229,car,EF210,,EF210-363,JR貨物,新鶴見機関区,1,1,
230,car,EF210,,EF210-364,JR貨物,新鶴見機関区,1,1,
231,car,EF210,,EF210-375,JR貨物,新鶴見機関区,1,1,
232,car,EF210,,EF210-376,JR貨物,新鶴見機関区,1,1,
233,car,EF210,,EF210-377,JR貨物,新鶴見機関区,1,1,
234,car,DE10,,DE10-1662,JR貨物,新鶴見機関区,1,1,
235,car,DE11,,DE11-2001,JR貨物,新鶴見機関区,1,1,
236,car,DE11,,DE11-2003,JR貨物,新鶴見機関区,1,1,
237,car,HD300,,HD300-901,JR貨物,新鶴見機関区,1,1,
238,car,HD300,,HD300-1,JR貨物,新鶴見機関区,1,1,
239,car,HD300,,HD300-2,JR貨物,新鶴見機関区,1,1,
240,car,HD300,,HD300-3,JR貨物,新鶴見機関区,1,1,
241,car,HD300,,HD300-4,JR貨物,新鶴見機関区,1,1,
242,car,HD300,,HD300-5,JR貨物,新鶴見機関区,1,1,
243,car,HD300,,HD300-6,JR貨物,新鶴見機関区,1,1,
244,car,HD300,,HD300-7,JR貨物,新鶴見機関区,1,1,
245,car,HD300,,HD300-8,JR貨物,新鶴見機関区,1,1,
246,car,HD300,,HD300-9,JR貨物,新鶴見機関区,1,1,
247,car,HD300,,HD300-10,JR貨物,新鶴見機関区,1,1,
248,car,HD300,,HD300-11,JR貨物,新鶴見機関区,1,1,
249,car,HD300,,HD300-12,JR貨物,新鶴見機関区,1,1,
250,car,HD300,,HD300-13,JR貨物,新鶴見機関区,1,1,
251,car,HD300,,HD300-14,JR貨物,新鶴見機関区,1,1,
252,car,HD300,,HD300-15,JR貨物,新鶴見機関区,1,1,
253,car,HD300,,HD300-17,JR貨物,新鶴見機関区,1,1,
254,car,HD300,,HD300-21,JR貨物,新鶴見機関区,1,1,
255,car,HD300,,HD300-30,JR貨物,新鶴見機関区,1,1,
256,car,HD300,,HD300-31,JR貨物,新鶴見機関区,1,1,
257,car,HD300,,HD300-32,JR貨物,新鶴見機関区,1,1,
258,car,HD300,,HD300-33,JR貨物,新鶴見機関区,1,1,
259,car,HD300,,HD300-34,JR貨物,新鶴見機関区,1,1,
260,car,HD300,,HD300-35,JR貨物,新鶴見機関区,1,1,
261,car,HD300,,HD300-37,JR貨物,新鶴見機関区,1,1,
262,formation,M250,,M250-1,JR貨物,大井機関区,16,1,
263,formation,M250,,M250-2,JR貨物,大井機関区,16,1,
264,formation,M250,,M250-3,JR貨物,大井機関区,16,1,
265,formation,M250,,M250-4,JR貨物,大井機関区,16,1,
266,formation,M250,,M250-5,JR貨物,大井機関区,16,1,
267,formation,M250,,M250-6,JR貨物,大井機関区,16,1,
268,car,EF64,,EF64-1020,JR貨物,愛知機関区,1,1,
269,car,EF64,,EF64-1021,JR貨物,愛知機関区,1,1,
270,car,EF64,,EF64-1022,JR貨物,愛知機関区,1,1,
271,car,EF64,,EF64-1023,JR貨物,愛知機関区,1,1,
272,car,EF64,,EF64-1024,JR貨物,愛知機関区,1,1,
273,car,EF64,,EF64-1025,JR貨物,愛知機関区,1,1,
274,car,EF64,,EF64-1026,JR貨物,愛知機関区,1,1,
275,car,EF64,,EF64-1027,JR貨物,愛知機関区,1,1,
276,car,EF64,,EF64-1028,JR貨物,愛知機関区,1,1,
277,car,EF64,,EF64-1033,JR貨物,愛知機関区,1,1,
278,car,EF64,,EF64-1034,JR貨物,愛知機関区,1,1,
279,car,EF64,,EF64-1035,JR貨物,愛知機関区,1,1,
280,car,EF64,,EF64-1036,JR貨物,愛知機関区,1,1,
281,car,EF64,,EF64-1037,JR貨物,愛知機関区,1,1,
282,car,EF64,,EF64-1038,JR貨物,愛知機関区,1,1,
283,car,EF64,,EF64-1039,JR貨物,愛知機関区,1,1,
284,car,EF64,,EF64-1042,JR貨物,愛知機関区,1,1,
285,car,EF64,,EF64-1043,JR貨物,愛知機関区,1,1,
286,car,EF64,,EF64-1044,JR貨物,愛知機関区,1,1,
287,car,EF64,,EF64-1045,JR貨物,愛知機関区,1,1,
288,car,EF64,,EF64-1046,JR貨物,愛知機関区,1,1,
289,car,EF64,,EF64-1047,JR貨物,愛知機関区,1,1,
290,car,EF64,,EF64-1049,JR貨物,愛知機関区,1,1,
291,car,DD200,,DD200-901,JR貨物,愛知機関区,1,1,
292,car,DD200,,DD200-1,JR貨物,愛知機関区,1,1,
293,car,DD200,,DD200-2,JR貨物,愛知機関区,1,1,
294,car,DD200,,DD200-3,JR貨物,愛知機関区,1,1,
295,car,DD200,,DD200-4,JR貨物,愛知機関区,1,1,
296,car,DD200,,DD200-5,JR貨物,愛知機関区,1,1,
297,car,DD200,,DD200-6,JR貨物,愛知機関区,1,1,
298,car,DD200,,DD200-7,JR貨物,愛知機関区,1,1,
299,car,DD200,,DD200-8,JR貨物,愛知機関区,1,1,
300,car,DD200,,DD200-9,JR貨物,愛知機関区,1,1,
301,car,DD200,,DD200-10,JR貨物,愛知機関区,1,1,
302,car,DD200,,DD200-11,JR貨物,愛知機関区,1,1,
303,car,DD200,,DD200-12,JR貨物,愛知機関区,1,1,
304,car,DD200,,DD200-13,JR貨物,愛知機関区,1,1,
305,car,DD200,,DD200-14,JR貨物,愛知機関区,1,1,
306,car,DD200,,DD200-15,JR貨物,愛知機関区,1,1,
307,car,DD200,,DD200-16,JR貨物,愛知機関区,1,1,
308,car,DD200,,DD200-17,JR貨物,愛知機関区,1,1,
309,car,DD200,,DD200-18,JR貨物,愛知機関区,1,1,
310,car,DD200,,DD200-19,JR貨物,愛知機関区,1,1,
311,car,DD200,,DD200-20,JR貨物,愛知機関区,1,1,
312,car,DD200,,DD200-21,JR貨物,愛知機関区,1,1,
313,car,DD200,,DD200-22,JR貨物,愛知機関区,1,1,
314,car,DD200,,DD200-23,JR貨物,愛知機関区,1,1,
315,car,DD200,,DD200-24,JR貨物,愛知機関区,1,1,
316,car,DD200,,DD200-25,JR貨物,愛知機関区,1,1,
317,car,DF200,,DF200-201,JR貨物,愛知機関区,1,1,
318,car,DF200,,DF200-205,JR貨物,愛知機関区,1,1,
319,car,DF200,,DF200-206,JR貨物,愛知機関区,1,1,
320,car,DF200,,DF200-207,JR貨物,愛知機関区,1,1,
321,car,DF200,,DF200-216,JR貨物,愛知機関区,1,1,
322,car,DF200,,DF200-220,JR貨物,愛知機関区,1,1,
323,car,DF200,,DF200-222,JR貨物,愛知機関区,1,1,
324,car,DF200,,DF200-223,JR貨物,愛知機関区,1,1,
325,car,EF510,,EF510-1,JR貨物,富山機関区,1,1,
326,car,EF510,,EF510-2,JR貨物,富山機関区,1,1,
327,car,EF510,,EF510-3,JR貨物,富山機関区,1,1,
328,car,EF510,,EF510-4,JR貨物,富山機関区,1,1,
329,car,EF510,,EF510-5,JR貨物,富山機関区,1,1,
330,car,EF510,,EF510-6,JR貨物,富山機関区,1,1,
331,car,EF510,,EF510-7,JR貨物,富山機関区,1,1,
332,car,EF510,,EF510-8,JR貨物,富山機関区,1,1,
333,car,EF510,,EF510-9,JR貨物,富山機関区,1,1,
334,car,EF510,,EF510-10,JR貨物,富山機関区,1,1,
335,car,EF510,,EF510-11,JR貨物,富山機関区,1,1,
336,car,EF510,,EF510-12,JR貨物,富山機関区,1,1,
337,car,EF510,,EF510-13,JR貨物,富山機関区,1,1,
338,car,EF510,,EF510-14,JR貨物,富山機関区,1,1,
339,car,EF510,,EF510-15,JR貨物,富山機関区,1,1,
340,car,EF510,,EF510-16,JR貨物,富山機関区,1,1,
341,car,EF510,,EF510-17,JR貨物,富山機関区,1,1,
342,car,EF510,,EF510-18,JR貨物,富山機関区,1,1,
343,car,EF510,,EF510-19,JR貨物,富山機関区,1,1,
344,car,EF510,,EF510-20,JR貨物,富山機関区,1,1,
345,car,EF510,,EF510-21,JR貨物,富山機関区,1,1,
346,car,EF510,,EF510-22,JR貨物,富山機関区,1,1,
347,car,EF510,,EF510-23,JR貨物,富山機関区,1,1,
348,car,EF510,,EF510-501,JR貨物,富山機関区,1,1,
349,car,EF510,,EF510-502,JR貨物,富山機関区,1,1,
350,car,EF510,,EF510-503,JR貨物,富山機関区,1,1,
351,car,EF510,,EF510-504,JR貨物,富山機関区,1,1,
352,car,EF510,,EF510-505,JR貨物,富山機関区,1,1,
353,car,EF510,,EF510-506,JR貨物,富山機関区,1,1,
354,car,EF510,,EF510-507,JR貨物,富山機関区,1,1,
355,car,EF510,,EF510-508,JR貨物,富山機関区,1,1,
356,car,EF510,,EF510-509,JR貨物,富山機関区,1,1,
357,car,EF510,,EF510-510,JR貨物,富山機関区,1,1,
358,car,EF510,,EF510-511,JR貨物,富山機関区,1,1,
359,car,EF510,,EF510-512,JR貨物,富山機関区,1,1,
360,car,EF510,,EF510-513,JR貨物,富山機関区,1,1,
361,car,EF510,,EF510-514,JR貨物,富山機関区,1,1,
362,car,EF510,,EF510-515,JR貨物,富山機関区,1,1,
363,car,EF66,,EF66-27,JR貨物,吹田機関区,1,1,
364,car,EF66,,EF66-119,JR貨物,吹田機関区,1,1,
365,car,EF66,,EF66-121,JR貨物,吹田機関区,1,1,
366,car,EF66,,EF66-122,JR貨物,吹田機関区,1,1,
367,car,EF66,,EF66-123,JR貨物,吹田機関区,1,1,
368,car,EF66,,EF66-124,JR貨物,吹田機関区,1,1,
369,car,EF66,,EF66-125,JR貨物,吹田機関区,1,1,
370,car,EF66,,EF66-126,JR貨物,吹田機関区,1,1,
371,car,EF66,,EF66-127,JR貨物,吹田機関区,1,1,
372,car,EF66,,EF66-128,JR貨物,吹田機関区,1,1,
373,car,EF66,,EF66-129,JR貨物,吹田機関区,1,1,
374,car,EF66,,EF66-130,JR貨物,吹田機関区,1,1,
375,car,EF66,,EF66-131,JR貨物,吹田機関区,1,1,
376,car,EF210,,EF210-139,JR貨物,吹田機関区,1,1,
377,car,EF210,,EF210-140,JR貨物,吹田機関区,1,1,
378,car,EF210,,EF210-141,JR貨物,吹田機関区,1,1,
379,car,EF210,,EF210-142,JR貨物,吹田機関区,1,1,
380,car,EF210,,EF210-143,JR貨物,吹田機関区,1,1,
381,car,EF210,,EF210-144,JR貨物,吹田機関区,1,1,
382,car,EF210,,EF210-145,JR貨物,吹田機関区,1,1,
383,car,EF210,,EF210-146,JR貨物,吹田機関区,1,1,
384,car,EF210,,EF210-149,JR貨物,吹田機関区,1,1,
385,car,EF210,,EF210-154,JR貨物,吹田機関区,1,1,
386,car,EF210,,EF210-156,JR貨物,吹田機関区,1,1,
387,car,EF210,,EF210-157,JR貨物,吹田機関区,1,1,
388,car,EF210,,EF210-158,JR貨物,吹田機関区,1,1,
389,car,EF210,,EF210-159,JR貨物,吹田機関区,1,1,
390,car,EF210,,EF210-160,JR貨物,吹田機関区,1,1,
391,car,EF210,,EF210-165,JR貨物,吹田機関区,1,1,
392,car,EF210,,EF210-166,JR貨物,吹田機関区,1,1,
393,car,EF210,,EF210-167,JR貨物,吹田機関区,1,1,
394,car,EF210,,EF210-168,JR貨物,吹田機関区,1,1,
395,car,EF210,,EF210-169,JR貨物,吹田機関区,1,1,
396,car,EF210,,EF210-301,JR貨物,吹田機関区,1,1,
397,car,EF210,,EF210-302,JR貨物,吹田機関区,1,1,
398,car,EF210,,EF210-303,JR貨物,吹田機関区,1,1,
399,car,EF210,,EF210-304,JR貨物,吹田機関区,1,1,
400,car,EF210,,EF210-305,JR貨物,吹田機関区,1,1,
401,car,EF210,,EF210-306,JR貨物,吹田機関区,1,1,
402,car,EF210,,EF210-307,JR貨物,吹田機関区,1,1,
403,car,EF210,,EF210-308,JR貨物,吹田機関区,1,1,
404,car,EF210,,EF210-309,JR貨物,吹田機関区,1,1,
